StockCode,Predicted_7d_Demand,Current_Stock,Inventory_Status
21287,12.140808,8,UNDERSTOCKED
21288,2.5908763,2,UNDERSTOCKED
21289,2.3543243,2,HEALTHY
21291,4.804427,3,UNDERSTOCKED
21292,4.0638103,3,UNDERSTOCKED
21293,1.4680766,1,UNDERSTOCKED
21294,2.6167064,2,UNDERSTOCKED
21298,0.13085252,0,UNDERSTOCKED
21299,0.18762368,0,UNDERSTOCKED
21300,0.13085252,0,UNDERSTOCKED
21303,0.13547264,0,UNDERSTOCKED
21304,0.13547264,0,UNDERSTOCKED
21306,3.3436425,2,UNDERSTOCKED
21307,0.23229018,0,UNDERSTOCKED
21308,0.033456143,0,UNDERSTOCKED
21309,0.033456143,0,UNDERSTOCKED
21310,0.039951548,0,UNDERSTOCKED
21311,3.4778602,3,HEALTHY
21312,0.2185077,0,UNDERSTOCKED
21313,16.178957,29,OVERSTOCKED
21314,39.753048,93,OVERSTOCKED
21316,0.304033,0,UNDERSTOCKED
21317,1.1369826,1,HEALTHY
21318,0.35132626,0,UNDERSTOCKED
21319,0.26239508,0,UNDERSTOCKED
21320,0.23987696,0,UNDERSTOCKED
21321,0.13547264,0,UNDERSTOCKED
21322,0.033456143,0,UNDERSTOCKED
21323,0.23987696,0,UNDERSTOCKED
21324,0.29827547,0,UNDERSTOCKED
21326,80.33563,58,UNDERSTOCKED
21327,8.505832,14,OVERSTOCKED
21328,13.221129,14,HEALTHY
21329,10.17388,16,OVERSTOCKED
21330,0.36930895,0,UNDERSTOCKED
21331,0.36391488,0,UNDERSTOCKED
21332,0.3359031,0,UNDERSTOCKED
21333,0.35189867,0,UNDERSTOCKED
21335,0.10128805,0,UNDERSTOCKED
21336,0.33968788,0,UNDERSTOCKED
21337,0.050800785,0,UNDERSTOCKED
21338,0.050800785,0,UNDERSTOCKED
21339,0.06634797,0,UNDERSTOCKED
21340,8.803274,18,OVERSTOCKED
21341,0.054464538,0,UNDERSTOCKED
21343,0.050800785,0,UNDERSTOCKED
21344,0.39639032,0,UNDERSTOCKED
21347,0.033456143,0,UNDERSTOCKED
21348,0.30048433,0,UNDERSTOCKED
21349,0.68569845,0,UNDERSTOCKED
21350,0.21539108,0,UNDERSTOCKED
21351,2.3841076,5,OVERSTOCKED
21352,3.7574162,8,OVERSTOCKED
21353,0.033456143,0,UNDERSTOCKED
21354,3.6001537,2,UNDERSTOCKED
21355,2.85815,5,OVERSTOCKED
21356,3.4473984,8,OVERSTOCKED
21357,0.35132626,0,UNDERSTOCKED
21358,2.9327304,1,UNDERSTOCKED
21359,0.40186387,0,UNDERSTOCKED
21360,0.25730988,0,UNDERSTOCKED
21361,0.318137,0,UNDERSTOCKED
21363,1.0068082,0,UNDERSTOCKED
21364,0.5088315,1,OVERSTOCKED
21365,2.523051,2,UNDERSTOCKED
21366,0.16713148,0,UNDERSTOCKED
21367,1.223125,1,HEALTHY
21368,1.1386036,2,OVERSTOCKED
21369,0.65969574,1,OVERSTOCKED
21370,0.23266447,0,UNDERSTOCKED
21371,1.5954709,1,UNDERSTOCKED
21372,0.9177699,2,OVERSTOCKED
21373,4.589266,5,HEALTHY
21374,2.0703714,4,OVERSTOCKED
21375,0.34961224,0,UNDERSTOCKED
21376,0.37377447,0,UNDERSTOCKED
21377,1.2451396,1,HEALTHY
21378,1.0045546,1,HEALTHY
21379,1.2001638,2,OVERSTOCKED
21380,16.190723,24,HEALTHY
21381,11.302635,10,HEALTHY
21382,4.9129515,11,OVERSTOCKED
21383,1.7655152,2,HEALTHY
21384,0.3449577,0,UNDERSTOCKED
21385,20.121174,46,OVERSTOCKED
21386,3.635502,6,OVERSTOCKED
21387,0.10128805,0,UNDERSTOCKED
21388,0.21539108,0,UNDERSTOCKED
21389,2.822788,4,HEALTHY
21390,25.56898,29,HEALTHY
21391,3.7543855,2,UNDERSTOCKED
21392,0.38976005,0,UNDERSTOCKED
21393,0.39787006,0,UNDERSTOCKED
21394,14.800699,23,OVERSTOCKED
21395,5.8473644,13,OVERSTOCKED
21396,0.3024801,0,UNDERSTOCKED
21397,0.34902966,0,UNDERSTOCKED
21398,0.34902966,0,UNDERSTOCKED
21399,0.3455335,0,UNDERSTOCKED
21400,5.567382,11,OVERSTOCKED
21401,5.089738,2,UNDERSTOCKED
21402,6.8797483,11,OVERSTOCKED
21403,7.6063724,15,OVERSTOCKED
21407,3.4521625,7,OVERSTOCKED
21408,3.0706728,3,HEALTHY
21409,0.033456143,0,UNDERSTOCKED
21410,0.21539108,0,UNDERSTOCKED
21411,7.564805,16,OVERSTOCKED
21412,0.20092829,0,UNDERSTOCKED
21413,0.9470975,1,HEALTHY
21414,0.34210923,0,UNDERSTOCKED
21415,1.6115713,1,UNDERSTOCKED
21416,0.3096583,0,UNDERSTOCKED
21417,1.4873835,2,HEALTHY
21418,0.39401236,0,UNDERSTOCKED
21419,0.34280825,0,UNDERSTOCKED
21420,0.41729096,0,UNDERSTOCKED
21421,0.3441353,0,UNDERSTOCKED
21422,6.9641323,6,HEALTHY
21424,1.706863,2,HEALTHY
21425,1.1412206,0,UNDERSTOCKED
21426,1.3928715,3,OVERSTOCKED
21427,1.5806798,2,HEALTHY
21428,9.3472,12,HEALTHY
21429,26.52172,37,HEALTHY
21430,19.615898,46,OVERSTOCKED
21431,0.3447672,0,UNDERSTOCKED
21432,0.35968128,0,UNDERSTOCKED
21437,0.25738144,0,UNDERSTOCKED
21438,0.17641549,0,UNDERSTOCKED
21439,4.7428274,2,UNDERSTOCKED
21440,0.23328224,0,UNDERSTOCKED
21441,1.9195141,4,OVERSTOCKED
21442,2.0809276,3,HEALTHY
21443,0.12342077,0,UNDERSTOCKED
21444,0.1272089,0,UNDERSTOCKED
21445,0.3525906,0,UNDERSTOCKED
21446,3.5197768,2,UNDERSTOCKED
21447,2.2774446,3,HEALTHY
21448,1.4144379,2,HEALTHY
21450,0.033456143,0,UNDERSTOCKED
21452,7.4187,14,OVERSTOCKED
21454,1.0174403,2,OVERSTOCKED
21455,0.8037727,1,HEALTHY
21456,0.27266625,0,UNDERSTOCKED
21457,0.40360138,0,UNDERSTOCKED
21458,0.43867987,1,OVERSTOCKED
21459,0.21530247,0,UNDERSTOCKED
21460,0.17495157,0,UNDERSTOCKED
21461,0.13547264,0,UNDERSTOCKED
21462,1.533363,3,OVERSTOCKED
21463,6.394207,9,HEALTHY
21464,3.174123,5,OVERSTOCKED
21465,2.4593422,3,HEALTHY
21466,2.755013,1,UNDERSTOCKED
21467,2.2356281,2,HEALTHY
21468,1.1310709,2,OVERSTOCKED
21469,1.9304286,0,UNDERSTOCKED
21470,3.151148,3,HEALTHY
21471,3.1177948,4,HEALTHY
21472,0.36782664,0,UNDERSTOCKED
21473,0.4910219,1,OVERSTOCKED
21474,0.21539108,0,UNDERSTOCKED
21475,0.033456143,0,UNDERSTOCKED
21476,0.35396495,0,UNDERSTOCKED
21477,0.03455532,0,UNDERSTOCKED
21478,0.20092829,0,UNDERSTOCKED
21479,34.369736,48,HEALTHY
21480,0.033456143,0,UNDERSTOCKED
21481,46.839905,39,HEALTHY
21482,0.2185077,0,UNDERSTOCKED
21484,29.537895,39,HEALTHY
21485,51.233627,119,OVERSTOCKED
21486,0.25730988,0,UNDERSTOCKED
21488,0.34210923,0,UNDERSTOCKED
21489,0.033456143,0,UNDERSTOCKED
21490,0.075082846,0,UNDERSTOCKED
21491,0.3455335,0,UNDERSTOCKED
21493,0.03455532,0,UNDERSTOCKED
21494,19.408018,47,OVERSTOCKED
21495,43.974155,35,UNDERSTOCKED
21496,0.033456143,0,UNDERSTOCKED
21497,84.42623,56,UNDERSTOCKED
21498,117.61156,293,OVERSTOCKED
21499,52.801502,79,HEALTHY
21500,59.525993,100,OVERSTOCKED
21503,2.456467,1,UNDERSTOCKED
21504,14.819,29,OVERSTOCKED
21506,38.33554,35,HEALTHY
21507,30.192297,69,OVERSTOCKED
21508,18.59564,16,HEALTHY
21509,31.843328,28,HEALTHY
21511,0.1272089,0,UNDERSTOCKED
21518,0.3606576,0,UNDERSTOCKED
21519,25.453127,41,OVERSTOCKED
21520,1.9517775,1,UNDERSTOCKED
21523,25.466373,52,OVERSTOCKED
21524,19.907404,28,HEALTHY
21525,0.033456143,0,UNDERSTOCKED
21527,0.35637718,0,UNDERSTOCKED
21528,2.4629052,3,HEALTHY
21529,0.25730988,0,UNDERSTOCKED
21530,5.639904,4,UNDERSTOCKED
21531,12.887394,11,HEALTHY
21532,0.34581992,0,UNDERSTOCKED
21533,11.501012,27,OVERSTOCKED
21534,3.8841872,4,HEALTHY
21535,22.049406,22,HEALTHY
21536,0.18762368,0,UNDERSTOCKED
21537,2.33366,3,HEALTHY
21538,0.3447672,0,UNDERSTOCKED
21539,9.110568,7,UNDERSTOCKED
21540,0.34280825,0,UNDERSTOCKED
21541,0.34247264,0,UNDERSTOCKED
21542,0.34581992,0,UNDERSTOCKED
21543,0.033456143,0,UNDERSTOCKED
21544,14.58316,14,HEALTHY
21545,0.26239508,0,UNDERSTOCKED
21547,0.26385567,0,UNDERSTOCKED
21548,0.25730988,0,UNDERSTOCKED
21549,0.2185077,0,UNDERSTOCKED
21550,0.1868608,0,UNDERSTOCKED
21551,0.033456143,0,UNDERSTOCKED
21552,0.054290794,0,UNDERSTOCKED
21553,0.09677066,0,UNDERSTOCKED
21554,0.03455532,0,UNDERSTOCKED
21555,0.5755804,1,OVERSTOCKED
21556,1.2669895,2,OVERSTOCKED
21557,1.6686394,3,OVERSTOCKED
21558,17.627724,22,HEALTHY
21559,33.63122,61,OVERSTOCKED
21561,9.035257,8,HEALTHY
21562,1.6001399,1,UNDERSTOCKED
21563,5.574298,12,OVERSTOCKED
21564,3.6787014,1,UNDERSTOCKED
21576,2.3522105,1,UNDERSTOCKED
21577,5.7087874,5,HEALTHY
21578,2.5010896,1,UNDERSTOCKED
21579,1.5424466,1,UNDERSTOCKED
21580,1.0168568,1,HEALTHY
21581,2.184275,2,HEALTHY
21582,0.033456143,0,UNDERSTOCKED
21584,13.249854,28,OVERSTOCKED
21585,0.033456143,0,UNDERSTOCKED
21586,3.275238,3,HEALTHY
21587,1.6330023,2,HEALTHY
21588,14.129646,23,OVERSTOCKED
21589,0.3096583,0,UNDERSTOCKED
21590,0.34917584,0,UNDERSTOCKED
21591,20.439194,26,HEALTHY
21592,18.69392,29,OVERSTOCKED
21593,0.29827547,0,UNDERSTOCKED
21609,0.9026692,0,UNDERSTOCKED
21610,0.25730988,0,UNDERSTOCKED
21611,0.29827547,0,UNDERSTOCKED
21612,0.29827547,0,UNDERSTOCKED
21613,1.0765212,2,OVERSTOCKED
21614,0.34722048,0,UNDERSTOCKED
21615,10.905133,24,OVERSTOCKED
21616,10.535351,22,OVERSTOCKED
21617,5.45308,7,HEALTHY
21618,3.8494017,2,UNDERSTOCKED
21619,12.570667,13,HEALTHY
21620,10.242694,16,OVERSTOCKED
21621,23.324804,41,OVERSTOCKED
21622,2.5636625,2,UNDERSTOCKED
21623,8.355769,6,UNDERSTOCKED
21624,3.9946053,8,OVERSTOCKED
21625,3.941319,9,OVERSTOCKED
21626,1.9422265,3,OVERSTOCKED
21627,0.51058537,0,UNDERSTOCKED
21628,0.59621197,0,UNDERSTOCKED
21629,0.8122209,0,UNDERSTOCKED
21630,0.6512346,1,OVERSTOCKED
21631,0.29183415,0,UNDERSTOCKED
21632,0.17641549,0,UNDERSTOCKED
21633,0.4411309,0,UNDERSTOCKED
21634,1.4565941,2,HEALTHY
21635,0.26721594,0,UNDERSTOCKED
21636,9.039165,19,OVERSTOCKED
21637,0.5865599,0,UNDERSTOCKED
21638,2.527242,1,UNDERSTOCKED
21639,0.033456143,0,UNDERSTOCKED
21640,4.907624,11,OVERSTOCKED
21641,2.236965,5,OVERSTOCKED
21642,24.42597,41,OVERSTOCKED
21643,3.2664967,5,OVERSTOCKED
21644,1.4983941,2,HEALTHY
21645,0.3024801,0,UNDERSTOCKED
21647,1.6029612,3,OVERSTOCKED
21648,4.529359,6,HEALTHY
21649,0.033456143,0,UNDERSTOCKED
21650,11.627904,17,HEALTHY
21651,0.34521016,0,UNDERSTOCKED
21652,0.31581,0,UNDERSTOCKED
21653,0.34521016,0,UNDERSTOCKED
21654,1.1127648,0,UNDERSTOCKED
21655,0.34280825,0,UNDERSTOCKED
21656,0.31581,0,UNDERSTOCKED
21657,0.21539108,0,UNDERSTOCKED
21658,0.39929768,0,UNDERSTOCKED
21659,0.17464364,0,UNDERSTOCKED
21661,0.21539108,0,UNDERSTOCKED
21662,0.30982366,0,UNDERSTOCKED
21663,0.13085252,0,UNDERSTOCKED
21664,0.47041678,0,UNDERSTOCKED
21665,0.304033,0,UNDERSTOCKED
21666,2.879322,6,OVERSTOCKED
21667,0.23026262,0,UNDERSTOCKED
21668,48.703495,45,HEALTHY
21669,53.34159,29,UNDERSTOCKED
21670,41.67109,42,HEALTHY
21671,39.200832,66,OVERSTOCKED
21672,41.206043,24,UNDERSTOCKED
21673,33.663612,50,HEALTHY
21674,0.10128805,0,UNDERSTOCKED
21675,3.5113108,4,HEALTHY
21676,2.2906055,4,OVERSTOCKED
21677,5.542639,3,UNDERSTOCKED
21678,1.1678653,0,UNDERSTOCKED
21679,9.883314,19,OVERSTOCKED
21680,7.0730147,10,HEALTHY
21681,0.18762368,0,UNDERSTOCKED
21682,2.4558651,3,HEALTHY
21683,3.6566482,3,HEALTHY
21684,3.1028483,6,OVERSTOCKED
21685,0.033456143,0,UNDERSTOCKED
21686,0.29060978,0,UNDERSTOCKED
21687,0.23987696,0,UNDERSTOCKED
21688,1.9609876,3,OVERSTOCKED
21689,0.9694403,1,HEALTHY
21690,0.21539108,0,UNDERSTOCKED
21691,0.21461298,0,UNDERSTOCKED
21692,0.25738144,0,UNDERSTOCKED
21693,3.3313506,7,OVERSTOCKED
21694,1.2978436,1,UNDERSTOCKED
21695,2.7128575,2,UNDERSTOCKED
21696,1.2105345,1,HEALTHY
21697,0.21530247,0,UNDERSTOCKED
21698,2.079617,4,OVERSTOCKED
21699,0.17495157,0,UNDERSTOCKED
21700,3.9958854,7,OVERSTOCKED
21702,0.34843498,0,UNDERSTOCKED
21703,53.700714,118,OVERSTOCKED
21704,57.640038,57,HEALTHY
21705,9.984664,14,HEALTHY
21706,3.6261632,3,HEALTHY
21707,2.0509033,5,OVERSTOCKED
21708,2.037387,4,OVERSTOCKED
21709,1.4450411,0,UNDERSTOCKED
21710,1.3666662,2,HEALTHY
21711,0.87616754,2,OVERSTOCKED
21713,2.3474448,2,HEALTHY
21714,3.1345658,5,OVERSTOCKED
21715,5.1318045,11,OVERSTOCKED
21716,4.542314,2,UNDERSTOCKED
21717,0.34521016,0,UNDERSTOCKED
21718,4.5834413,5,HEALTHY
21719,1.8848103,4,OVERSTOCKED
21720,0.3697458,0,UNDERSTOCKED
21721,0.87970585,2,OVERSTOCKED
21722,0.5359798,0,UNDERSTOCKED
21723,1.0542324,2,OVERSTOCKED
21724,2.8409655,6,OVERSTOCKED
21725,1.3394166,1,UNDERSTOCKED
21726,1.3832138,2,HEALTHY
21728,0.1328595,0,UNDERSTOCKED
21729,0.0670094,0,UNDERSTOCKED
21730,4.064286,3,UNDERSTOCKED
21731,152.15726,112,UNDERSTOCKED
21732,0.3096583,0,UNDERSTOCKED
21733,89.417244,169,OVERSTOCKED
21734,0.13085252,0,UNDERSTOCKED
21735,1.1039658,2,OVERSTOCKED
21736,0.18762368,0,UNDERSTOCKED
21737,0.23266943,0,UNDERSTOCKED
21738,0.44462487,0,UNDERSTOCKED
21739,2.4062955,5,OVERSTOCKED
21740,0.0670094,0,UNDERSTOCKED
21741,1.7661774,3,OVERSTOCKED
21742,3.0384307,6,OVERSTOCKED
21743,0.78777087,1,HEALTHY
21744,7.300284,7,HEALTHY
21745,11.742744,6,UNDERSTOCKED
21746,7.630738,17,OVERSTOCKED
21747,1.6687942,0,UNDERSTOCKED
21749,2.715463,6,OVERSTOCKED
21750,0.52611506,0,UNDERSTOCKED
21752,0.1328595,0,UNDERSTOCKED
21754,34.46473,72,OVERSTOCKED
21755,22.884804,57,OVERSTOCKED
21756,6.6897573,8,HEALTHY
21757,0.1328595,0,UNDERSTOCKED
21758,0.48828006,0,UNDERSTOCKED
21759,0.10128805,0,UNDERSTOCKED
21760,0.075082846,0,UNDERSTOCKED
21761,0.2520094,0,UNDERSTOCKED
21763,0.13085252,0,UNDERSTOCKED
21764,0.054290794,0,UNDERSTOCKED
21765,0.231115,0,UNDERSTOCKED
21767,0.033456143,0,UNDERSTOCKED
21768,0.25738144,0,UNDERSTOCKED
21769,0.18399002,0,UNDERSTOCKED
21770,17.454906,12,UNDERSTOCKED
21772,0.033456143,0,UNDERSTOCKED
21773,2.9141889,3,HEALTHY
21774,3.761937,4,HEALTHY
21775,2.196821,2,HEALTHY
21777,0.3606576,0,UNDERSTOCKED
21779,0.033456143,0,UNDERSTOCKED
21780,0.033456143,0,UNDERSTOCKED
21781,0.30368215,0,UNDERSTOCKED
21784,0.35327074,0,UNDERSTOCKED
21785,0.35408568,0,UNDERSTOCKED
21786,12.056882,11,HEALTHY
21787,53.26513,127,OVERSTOCKED
21788,8.489393,17,OVERSTOCKED
21789,7.476555,5,UNDERSTOCKED
21790,226.66129,302,HEALTHY
21791,100.306305,226,OVERSTOCKED
21792,0.3722995,0,UNDERSTOCKED
21793,2.4021804,3,HEALTHY
21794,3.354911,5,HEALTHY
21795,0.25738144,0,UNDERSTOCKED
21796,0.23026262,0,UNDERSTOCKED
21801,4.232691,4,HEALTHY
21802,11.911986,28,OVERSTOCKED
21803,11.920322,21,OVERSTOCKED
21804,3.4173822,5,HEALTHY
21805,0.336689,0,UNDERSTOCKED
21806,0.34677774,0,UNDERSTOCKED
21807,3.4334736,2,UNDERSTOCKED
21808,2.2704096,2,HEALTHY
21809,21.602451,18,HEALTHY
21810,78.657104,161,OVERSTOCKED
21811,77.90521,93,HEALTHY
21812,3.0112004,1,UNDERSTOCKED
21813,3.045056,7,OVERSTOCKED
21814,1.1820468,2,OVERSTOCKED
21815,1.5832919,3,OVERSTOCKED
21816,0.8688931,2,OVERSTOCKED
21817,12.128887,10,HEALTHY
21818,47.12387,60,HEALTHY
21819,33.93202,68,OVERSTOCKED
21820,4.1448994,7,OVERSTOCKED
21821,4.198321,3,UNDERSTOCKED
21822,7.4741964,15,OVERSTOCKED
21823,16.53231,15,HEALTHY
21824,23.330751,22,HEALTHY
21825,0.3024801,0,UNDERSTOCKED
21826,0.34722048,0,UNDERSTOCKED
21827,0.3096583,0,UNDERSTOCKED
21828,3.988956,2,UNDERSTOCKED
21829,33.848034,76,OVERSTOCKED
21830,10.207713,10,HEALTHY
21832,7.5071993,5,UNDERSTOCKED
21833,23.017565,52,OVERSTOCKED
21836,0.21461298,0,UNDERSTOCKED
21837,0.18762368,0,UNDERSTOCKED
21838,0.033456143,0,UNDERSTOCKED
21839,0.18762368,0,UNDERSTOCKED
21841,1.7647022,2,HEALTHY
21842,0.1263563,0,UNDERSTOCKED
21843,17.78815,23,HEALTHY
21844,12.414806,15,HEALTHY
21845,7.4606957,7,HEALTHY
21846,1.4056972,2,HEALTHY
21847,0.48386455,0,UNDERSTOCKED
21849,0.9825783,0,UNDERSTOCKED
21850,0.70644206,0,UNDERSTOCKED
21851,0.5823087,1,OVERSTOCKED
21852,0.033456143,0,UNDERSTOCKED
21864,3.112936,6,OVERSTOCKED
21865,1.7236408,2,HEALTHY
21866,5.1938405,7,HEALTHY
21867,2.285373,3,HEALTHY
21868,4.784797,10,OVERSTOCKED
21869,0.35968128,0,UNDERSTOCKED
21870,0.39845398,0,UNDERSTOCKED
21871,30.841837,50,OVERSTOCKED
21872,13.160398,13,HEALTHY
21873,4.2712855,9,OVERSTOCKED
21874,14.724364,30,OVERSTOCKED
21875,11.252301,20,OVERSTOCKED
21876,16.741667,36,OVERSTOCKED
21877,33.37327,74,OVERSTOCKED
21878,5.534122,10,OVERSTOCKED
21879,2.5761735,5,OVERSTOCKED
21880,8.080729,15,OVERSTOCKED
21881,2.4462202,4,OVERSTOCKED
21882,2.489499,4,OVERSTOCKED
21883,7.648326,15,OVERSTOCKED
21884,2.114265,1,UNDERSTOCKED
21888,23.955454,54,OVERSTOCKED
21889,102.839714,230,OVERSTOCKED
21890,12.6616745,7,UNDERSTOCKED
21891,56.361168,121,OVERSTOCKED
21892,45.233646,34,UNDERSTOCKED
21893,0.033456143,0,UNDERSTOCKED
21894,3.2849593,6,OVERSTOCKED
21895,0.21530247,0,UNDERSTOCKED
21896,2.4899704,5,OVERSTOCKED
21897,0.35968128,0,UNDERSTOCKED
21898,0.3079004,0,UNDERSTOCKED
21899,19.643625,10,UNDERSTOCKED
21900,24.839153,26,HEALTHY
21901,18.514275,32,OVERSTOCKED
21902,16.686222,41,OVERSTOCKED
21903,9.36593,16,OVERSTOCKED
21904,0.25730988,0,UNDERSTOCKED
21905,7.140916,12,OVERSTOCKED
21906,3.9585903,6,OVERSTOCKED
21907,19.232386,39,OVERSTOCKED
21908,38.69793,27,UNDERSTOCKED
21910,0.3079004,0,UNDERSTOCKED
21911,0.34902966,0,UNDERSTOCKED
21912,17.207388,41,OVERSTOCKED
21913,2.937253,3,HEALTHY
21914,120.55185,212,OVERSTOCKED
21915,184.13617,435,OVERSTOCKED
21916,33.927822,23,UNDERSTOCKED
21917,27.372704,64,OVERSTOCKED
21918,48.61026,91,OVERSTOCKED
21922,3.5028048,2,UNDERSTOCKED
21923,0.23266943,0,UNDERSTOCKED
21924,0.23026262,0,UNDERSTOCKED
21925,2.6331775,1,UNDERSTOCKED
21926,2.8983133,4,HEALTHY
21927,5.8140774,6,HEALTHY
21928,97.3298,169,OVERSTOCKED
21929,104.68429,61,UNDERSTOCKED
21930,71.82906,161,OVERSTOCKED
21931,177.67987,434,OVERSTOCKED
21932,17.236357,42,OVERSTOCKED
21933,14.1316185,28,OVERSTOCKED
21934,11.137292,8,UNDERSTOCKED
21935,15.929869,32,OVERSTOCKED
21936,14.078735,7,UNDERSTOCKED
21937,0.6071418,0,UNDERSTOCKED
21942,1.3240318,1,UNDERSTOCKED
21943,0.74225396,1,HEALTHY
21944,1.8183906,3,OVERSTOCKED
21945,2.2684138,4,OVERSTOCKED
21946,0.54971945,0,UNDERSTOCKED
21947,4.2216673,4,HEALTHY
21948,3.4887857,8,OVERSTOCKED
21949,3.6661282,4,HEALTHY
21950,0.21461298,0,UNDERSTOCKED
21955,5.1629953,4,UNDERSTOCKED
21967,27.558744,57,OVERSTOCKED
21972,2.53585,4,OVERSTOCKED
21973,2.302126,2,HEALTHY
21974,27.99721,18,UNDERSTOCKED
21975,102.34771,190,OVERSTOCKED
21976,43.165318,78,OVERSTOCKED
21977,188.73387,197,HEALTHY
21980,60.714733,145,OVERSTOCKED
21981,42.29268,33,UNDERSTOCKED
21982,62.399384,85,HEALTHY
21983,17.986666,42,OVERSTOCKED
21984,44.912186,60,HEALTHY
21985,72.00799,127,OVERSTOCKED
21986,29.873648,38,HEALTHY
21987,22.317707,23,HEALTHY
21988,21.29397,52,OVERSTOCKED
21989,24.843546,32,HEALTHY
21990,16.210117,37,OVERSTOCKED
21991,6.183114,5,HEALTHY
21992,19.588425,18,HEALTHY
21993,21.737442,12,UNDERSTOCKED
22021,0.34280825,0,UNDERSTOCKED
22023,9.128669,11,HEALTHY
22024,14.939345,33,OVERSTOCKED
22025,8.243229,11,HEALTHY
22026,11.961913,29,OVERSTOCKED
22027,35.637257,31,HEALTHY
22028,24.834044,55,OVERSTOCKED
22029,76.84003,157,OVERSTOCKED
22030,24.486197,49,OVERSTOCKED
22031,2.6251059,5,OVERSTOCKED
22032,2.765754,5,OVERSTOCKED
22033,0.360967,0,UNDERSTOCKED
22034,0.34722048,0,UNDERSTOCKED
22035,4.0165987,2,UNDERSTOCKED
22036,0.34722048,0,UNDERSTOCKED
22037,32.94183,57,OVERSTOCKED
22038,1.9133253,4,OVERSTOCKED
22039,1.6865987,2,HEALTHY
22040,3.849829,2,UNDERSTOCKED
22041,31.011217,23,UNDERSTOCKED
22042,3.2848628,6,OVERSTOCKED
22043,15.354105,20,HEALTHY
22044,9.405426,8,HEALTHY
22045,56.617817,83,HEALTHY
22046,13.986438,8,UNDERSTOCKED
22047,22.924416,38,OVERSTOCKED
22048,4.1719475,4,HEALTHY
22049,11.209244,23,OVERSTOCKED
22050,6.8299046,7,HEALTHY
22051,4.412874,6,HEALTHY
22052,0.36555824,0,UNDERSTOCKED
22053,1.9532554,1,UNDERSTOCKED
22054,0.21461298,0,UNDERSTOCKED
22055,9.0781975,13,HEALTHY
22056,0.29827547,0,UNDERSTOCKED
22057,3.9736528,4,HEALTHY
22058,0.25730988,0,UNDERSTOCKED
22059,8.361854,18,OVERSTOCKED
22060,0.304033,0,UNDERSTOCKED
22061,4.3431334,2,UNDERSTOCKED
22062,2.38072,3,HEALTHY
22063,3.5742218,2,UNDERSTOCKED
22064,13.822939,13,HEALTHY
22065,98.023895,242,OVERSTOCKED
22066,14.784361,11,UNDERSTOCKED
22067,3.7212844,5,HEALTHY
22068,3.733232,6,OVERSTOCKED
22069,2.4459314,4,OVERSTOCKED
22070,7.333163,11,OVERSTOCKED
22071,5.88027,3,UNDERSTOCKED
22072,5.720704,6,HEALTHY
22073,0.33968788,0,UNDERSTOCKED
22074,5.8195744,3,UNDERSTOCKED
22075,12.711577,15,HEALTHY
22076,8.785469,4,UNDERSTOCKED
22077,140.32735,92,UNDERSTOCKED
22078,15.931234,20,HEALTHY
22079,17.058327,13,UNDERSTOCKED
22080,20.386988,33,OVERSTOCKED
22081,5.907772,11,OVERSTOCKED
22082,37.871506,79,OVERSTOCKED
22083,58.886353,53,HEALTHY
22084,1.761594,1,UNDERSTOCKED
22085,4.650839,3,UNDERSTOCKED
22086,396.14917,702,OVERSTOCKED
22087,12.160018,23,OVERSTOCKED
22088,0.36577186,0,UNDERSTOCKED
22089,9.116441,21,OVERSTOCKED
22090,55.324875,33,UNDERSTOCKED
22091,18.633202,29,OVERSTOCKED
22092,6.5549116,12,OVERSTOCKED
22093,18.131304,40,OVERSTOCKED
22094,19.431614,37,OVERSTOCKED
22095,11.068727,23,OVERSTOCKED
22096,9.343292,11,HEALTHY
22097,11.836586,25,OVERSTOCKED
22098,17.176302,11,UNDERSTOCKED
22099,11.498097,26,OVERSTOCKED
22100,4.0575933,6,HEALTHY
22101,2.352464,5,OVERSTOCKED
22102,1.2481352,1,HEALTHY
22103,1.3942556,2,HEALTHY
22104,1.3732754,2,HEALTHY
22105,0.48065853,0,UNDERSTOCKED
22106,0.86656654,0,UNDERSTOCKED
22107,3.8167,2,UNDERSTOCKED
22108,1.1247243,1,HEALTHY
22109,13.767471,11,UNDERSTOCKED
22110,12.989621,29,OVERSTOCKED
22111,82.801735,77,HEALTHY
22112,129.40367,317,OVERSTOCKED
22113,53.29565,62,HEALTHY
22114,106.23295,91,HEALTHY
22115,19.550856,40,OVERSTOCKED
22116,5.7841167,10,OVERSTOCKED
22117,2.903092,4,HEALTHY
22118,3.4838905,5,HEALTHY
22119,4.797819,9,OVERSTOCKED
22120,5.0919333,4,UNDERSTOCKED
22121,6.474613,16,OVERSTOCKED
22122,0.35968128,0,UNDERSTOCKED
22123,3.5522037,6,OVERSTOCKED
22124,1.0230066,0,UNDERSTOCKED
22125,0.28063253,0,UNDERSTOCKED
22127,0.3499322,0,UNDERSTOCKED
22128,6.762329,3,UNDERSTOCKED
22129,3.115912,3,HEALTHY
22130,25.828203,36,HEALTHY
22131,15.456166,34,OVERSTOCKED
22132,5.4787464,10,OVERSTOCKED
22133,3.425469,6,OVERSTOCKED
22134,3.68804,4,HEALTHY
22135,3.3939435,4,HEALTHY
22136,2.1970072,2,HEALTHY
